8b2e412d AbilitiesData
533b3cd8 PreArmoryVfx
0232d383 Prefab
7e6634de PrefabDefinition
ebf6f72a PreferBlndToGds
10210ecf PreferLegacyClocks
06b76093 PreferNonDeterministicRandom
b3f182f6 PreferredOrder
2f483ea6 PreloadCharacters
00154906 PreloadData
6faefc1d PreloadResourceName
7b213e8e PreloadTextures
9b5982cb PremiumBgVfx
6e96ba3c PremiumEntitlementId
51802c17 PremiumFrameData
794ec41d PremiumText
76f8fa70 PremiumTitleTraKey
f510291e Preset
45cbd6de PrestigeCrestBase
9a05d1e0 PrestigeCrests
0b44452a Price
98850381 PriceText
a97790c4 PrimalFury
bbd81e0d PrimaryAbilityResource
cb9f11d2 PrimaryAbilityResourceBar
df2a906d PrimaryMission
56760111 PrimaryQuest
007b14f6 Primitive
477ef394 PrioritizeTailSample
94e4e309 Priority
a7084719 ProbabilityTables
fbd79e70 ProbeA
fed7a329 ProbeB
e548412c Product
96483821 ProductId
74634cc6 ProfileBackground
053f960b ProfileIcon
4e51b642 ProfileWidgetScene
2abbee1f ProgressBar
2766cb77 ProgressBarDelayTime
e507745d ProgressComplete
e418aa98 ProgressCompleteIcon
5468a177 ProgressCompleteVfx
a025590b ProgressFill
6a226480 ProgressIcons
09a942af ProgressMeter
acdc3f70 ProgressMeterBg
93adae79 ProgressMeterSegments
1be9a5d5 ProgressText
88620015 ProgressionId
29fdcf54 ProgressionTracks
99e6dbfe ProjectedTexture
719111e1 ProjectionFading
28f08d30 ProjectionYRange
097ed27f PromoBannerView
159dd1a8 PromoController
a2beea65 PromoDialogViewController
3f3b1eee PromoteAccountButton
d8d71d83 PromoteButton
d883bbe5 PropBoneName
52fd4a5b PropName
ccbbbcf8 PropNames
11de6cdc Properties
d6b302c8 Property
eb3bc846 PropertyDataMap
a819195c ProvisionalTextRight
fe99246d ProxyElement
12afd903 PublicName
013eec9f PullCost
efc505f6 PulseBackground
0da7c432 PulseDuration
6256421a PulseEndColor
197a43db PulseInterval
59eebc86 PulseNativeOffset
f121a509 PulseOffset
baf34791 PulseStartColor
9fa3719e PulseStartDelaySec
4c8efa77 PulseTime
28f5e138 PulseTimeSec
56dcec2a PurchaseButton
1ea9b65b PurchaseButtonDefinition
437b9475 PurchaseFooter
0af05eda PurchaseGrid
6c0d487b PurchaseHeader
fc23f1cc PurchaseIdentities
0767d593 PurchaseRateLimit
987dd59e PurchaseableVfx
37792a41 PurchasedItemExclusionItems
b2c87912 PurchasedOverlay
c92176ef PurchasesLoadingVfx
b1844566 PurchasesView
9bf0527a PushDistance
876c4a35 PushDuration
416020ee QuadType
9ad55026 Quality
47704df2 QualitySetting
e6fad853 Quanitity
4b728fd8 Quantity
6efa5b3f QuantityText
12682a3e QuantizationScale
cdbc1b2a QuestComplete
dba6febb QuestLingerDurationSec
a2bf8c3e QuestName
58ba3598 QuestObjectiveList
0b13c31a QuestReceived
ca1d9872 QuestTrackerFailureColor
24eb55a3 QuestTrackerOngoingColor
2f02af61 QuestTrackerSuccessColor
bf194af9 QuestsVisibilityKey
f4dfb8b8 Queue
5b5e3b46 QueueDisplayData
4ada17a4 QueueIconElementClicked
ce96bffc QueueIconElementDefault
021eaf8b QueueIconElementHover
f221c7d2 QueueIconElementInactive
e9790525 QueueId
bd29d956 QueueIdTitleTraKeys
71378d8b QueueSelectDisplaySlots
0ffd4ef0 QueueType
1167e6cb QueueTypeToGameInviteIcon
19f9c54e QueueTypeToSourceTierIcons
34e71c29 QueuedOrdersTriggerPreIssueOrder
472fe791 Queues
434952b4 QuickBuyData
61e9d8d8 QuickBuyIconDefinition
2f11f1cb QuickCastButtonPos
c11f858d QuickbuyBootsData
bcda38ac QuickbuyConsumablesData
a0dcad96 QuitButton
51b70b0f QuitButtonDefinition
ceb9f0e4 RadialBackdrop
36779387 RadialButtons
115f9403 RadialEffect
4ada0ec6 RadialElement
8adc7cce RadialExpBar
cd810dff RadialOverlays
20f6e8fd RadialTotalDamageValueText
1c6c7513 RadiantItemButton
67282199 RadiantItemTag
0dba4cb3 Radius
f813120b RadiusScale
7eb2af0c Rage
8982f06e RandomLoadoutButton
2d343e53 RandomOffsetMaxX
2c343cc0 RandomOffsetMaxY
d252359d RandomOffsetMinX
d152340a RandomOffsetMinY
2c6400ab RandomStartOffsetMaxX
2b63ff18 RandomStartOffsetMaxY
9f010aa5 RandomStartOffsetMinX
9e010912 RandomStartOffsetMinY
783217ca RandomWeight
fadc0cd2 Range
4cb7363a RangeButton
62c2ad1f RangeEnd
704ac699 RangeGrowthDuration
48c5308d RangeGrowthMax
9f76df12 RangeGrowthStartTime
074e7fb1 RangeHexVfx
645606ca RangeStart
96c753d9 RangeText
51d9c2fa RangeTextTra
5120063b RangeValue
158508fb RangedResult
bf51f61a RankAndRatedTraKey
20404526 RankIconData
36cd05cf RankIcons
a38f5021 RankOnlyTraKey
ded25f4d RankPips
9ea4e8e0 RankText
f768ea78 RankTextLine2
526e6e0d RankToFormationMap
5f4b2951 RankedBackgroundTexture
628e91bc RankedCrestBase
89aa9aac RankedFrames
319c2c56 RankedInfo
7576b5b6 RankedInfoButton
0d56fd85 RankedInfoText
a8f5fd34 RankedRegaliaLevelText
cb825566 RankedTierVfx
9970ba55 RankedTooltipTraKey
ceaaf0ee RankedTraKey
14979116 RankedType
c5b8b568 RankingToBannerMap
723d6f91 RankingToCrestEntryMap
0bb5fffe RareGameIcon
d029f9a7 RareGameIconFull
6af83b9b RareGameIconLit
97d9b2ce RareGameIconUnlit
e498a15a Rarities
4b7f058a Rarity
1be0ba27 Rarity5Vfx
9c574851 Rarity6CostHealthVfx
d3ad3028 Rarity6Vfx
33064c6a RarityFrameCommon
45172fe2 RarityFrameEpic
c55abad0 RarityFrameLegendary
ae453411 RarityGemOverride
96867f27 RarityIcon
49ba713c RarityIcons
d75fac87 RarityUnderlays
ae839c67 Rate
50b7397d RateByVelocityFunction
388a537c RatedIconData
b726620c RatedIconLoadingVfx
8ecd9248 RatedIconVfx
ee713aa5 RatedIcons
daefaa5a RatedLoadingIconVfx
72c4914b RatedOnlyTraKey
311de77a RatedText
5c1482e8 RatedTierIcon
b06a57fd RatedTierLocKeys
fc4d2126 RatedTierSourceIcons
8af6ed76 RatedTierText
c4ecb642 RatedTierTraKeys
bb14a627 RatedTierVfx
a22c7f48 RatedTiersLocKeys
d4751353 RatedTiersTraKeys
f2891050 Rating
5b1fd3c2 RatingToBadgeMap
c801928c RatioType
0ae9687e RawRange
660ec0f4 Ready
665a0a9c ReadyCheck
d1248770 ReadyCheckAcceptButton
a5d8d968 ReadyCheckAcceptVfx
82eb70fe ReadyCheckDeclineButton
4178b606 ReadyCheckDeclineVfx
e1128817 ReadyCheckTimerVfx
c3b3430a RecFallbackMapId
51a18bc3 RecFallbackModeName
5ab9b659 RecItemCardDefinition
0f8310aa RecItemCardTagScale
0d71bb59 RecItemCommonlyBuiltSlotDefinition
9cfe3142 RecItemSlotsDefinition
04a9a3e3 RecItems
9ee69c19 RecItemsOnServer
b837c165 RecItemsSwaps
e9d017b2 RecOverrideItem
c561f8e9 RecOverrideSmiteStartingItems
897c69b7 RecRoleSwaps
312f4782 RecSpellRankUpInfo
5933da7e RecSpellRankUpInfolist
5e6e4063 RecSpellRankUpInfos
fbe57fe0 RecallDecalId
d4402d3c ReceivedMessageColor
7722a5c2 RecentlyChangedIcon
35357aba RecievedSoundPath
5a4e3636 RecipeGroup
30145a7e RecipeHintButton
073ce2a6 RecipeHintTraKey
2c359091 RecipeItemLinks
8dcbab01 RecipeItems
72b36ecf RecipientChampion
f931aa40 ReciprocityButton
409b10ec ReciprocityOverlay
3f9a5b28 RecommendationIcons
7cddeb87 RecommendationTags
74fda2ac Recommended
64806c29 ReconnectScriptsWhilePaused
593058cc Record
f353d236 RecordAsWard
c1066add RecordingActiveMessage
36f8bc64 RecordingCompleteToPathMessage
8b535821 RecordingErrorMessage
eae44d07 Rect
6240fc33 RectSourceResolutionHeight
df3f6504 RectSourceResolutionWidth
7f8fc16d RedSkin
0c263131 RedTeamElementSelectedColor
af1fcb6f RedeTeamElementUnselectedColor
9ae7a82d RedeemTrakey
92fc4077 ReduceClientCameraReplication
d62df07c ReducedBoneSkinning
3f7567cd ReflectionDefinition
130d610b ReflectionFresnel
caa4adcf ReflectionFresnelBlue
561f4fea ReflectionFresnelColor
cf0fb7aa ReflectionFresnelGreen
25e2e9fa ReflectionFresnelRed
db40d44a ReflectionMap
85a34efd ReflectionMapTexture
11bc7060 ReflectionOpacityDirect
173a5bb6 ReflectionOpacityGlancing
71993a70 RefreshButton
5b720329 RefreshCost
d8e77c8a RefreshCostText
402b0b1c RefreshCountText
65422199 RefreshExisting
886b33d1 RefreshOverlayVfxSystem
afebc682 RefreshTextColor
d3f22f32 RefreshTextDisabledColor
72f38b69 RefreshVfxSystem
de649ff0 RefundBodyText
0c68ec0f RefundButton
83e52e30 RefundTitleText
4e9df72e Regalia
38a4dd49 RegaliaCrest
a4260da0 RegaliaCrown1
a7261259 RegaliaCrown2
a62610c6 RegaliaCrown3
a926157f RegaliaCrown4
d96b2535 RegaliaSplit1
d66b207c RegaliaSplit2
d76b220f RegaliaSplit3
021066de RegaliaTrim
e84fb211 RegenText
031afe7d Region
2da963dd RegionBoundaryConfig
22b028fd RegionData
c2644f75 RegionGroups
89123f7e RegionName
3e976b10 RegionPortals
67eaeb5b RegionTag
66114c0e RegionTra
66109013 RegionalLogoMapping
f17df00a Regions
6daeba42 RegionsDisabled
2572b807 RegionsEnabled
cade8247 RegionsFilename
2d6871c0 Register
0801d0f8 RegularUpdateClock
700e8986 RejectButton
d31eb175 RejectCount
2129c616 RejectCountBg
e663cb60 RejectCountIcon
dddd6443 RejectCountPlayerBg
d91c9e73 RejectIcon
b9208fa6 RekindledEffectElement
1650c13b Relationship
409c1823 RelationshipType
fc6183f5 RelativeColorSwapTable
f36dc80c RelativeDisplayTime
3ae03ba3 RelativeIndex
76d25cd2 RelativeOffset
4e61e3d4 RelativeOffsetMax
3c4e3fc6 RelativeOffsetMin
32f745b1 RemakeText
cd92a830 RemoveFriendIcon
f762be03 RemoveNullRepMrgTemp
7aa0fed6 RemoveOnPopCharacterData
f862632b RemoveOnPushCharacterData
150b9c4d RenderAtElementLayer
5a4c5648 RenderComponent
c58a8f74 RenderFlags
a169e078 RenderGridSize
4c99d37d RenderInfo
c2ad8ed4 RenderMiniMapToTexture
27ec5868 RenderParticlesAfterDestroy
76fb6570 RenderPhaseOverride
b2cd2dd5 RenderRegion
729fc939 RenderScale
3bf05b38 RenderUiPingMenu
357d631c RenderingMode
d99ba82a Repeat
86300f61 RepeatCount
c5beefc1 RepeatLevels
593032d8 RepeatRate
9d6cbf5d ReplayEventLineBaseIcons
7888612f ReplaySlider
d921c2c0 Replicated
84e50169 Replication
6e91426f ReplicationRule
65449e99 ReportBone
041ec0e6 ReportCheatingButton
d0363374 ReportIntentionalFeedingButton
7c2f7832 ReportLeavingTheGameButton
7654b55d ReportModalAnchor
01357eca ReportNegativeAttitudeButton
e9427229 ReportOffensiveNameButton
03cafaeb ReportVerbalAbuseButton
40d43c67 RequiredChampion
faadcc70 RequiredItemLinks
55783ab4 RequiredItems
06e605bc RequiredLocations
adbac8f0 RequiredRole
5c92b7f2 RequiredStat
aca5b9b4 RequiredStatFormula
754cdce2 RequiredTeamMatches
2e1c1e9b RequiredUnitProperty
37985b59 RequiresAlienware
7b98ffdd RequiresMrtSupport
812748a2 RequiresShaderModel3
8f1c5d53 RerollButton
729fcd9b RerollButtonData
233388c5 RerollButtonReminderVfxHandle
92e71215 RerollButtonStyles
62a6f594 RerollButtonText
ce299ebb RerollButtonTextColor
83ae87a3 RerollButtonTextDisabledColor
9c75b4da RerollButtonTextHandle
5ff2047e RerollClickDefaultVfx
5069540f RerollClickElement
25e415d7 RerollCostTextHandle
5dcd7177 RerollTraitCounter
bb1f8190 RerollTraitCounterText
a9390969 RerollTraitData
3e548dfb RerollTraitLastCombatActive
30327152 RerollTraitName
af2d4293 RerollTraitShouldShow
c93009e4 ResetFlashFx
663c338a ResetFlashFxAttention
e68ccb2e ResetOnEnd
76208c51 ResetTimer
f79bcddf ResetToBaseSpeed
35b3c516 ResistBorders
b11c9c1f ResistData
f1b323f1 ResistVisualization
88f6a038 ResizableBackdrop
242fb394 ResizableEnemyBackdrop
58322317 ResizeDragRegion
d8e2be38 ResizingBackdrop
11413a17 ResolutionData
d78560b4 Resolutions
a301d674 ResolveState
1f4dd8bb ResourceBars
d2f58721 ResourceMap
ef3a0f33 ResourceResolver
676de3d4 RespawnDelaySecs
98155aac RespawnPoints
ad17ba74 RespawnTimer
b9355f63 RespawnTimerText
95b7cd25 RespoitionMovementTime
fbed4d38 RestoreDefaultsHitRegion
be61dfc0 RestoreLuaStackAfterException
176acc5e RestorePurchaseButton
55d2cdb6 RestrictedBuffName
0e94db68 RestrictionIcon
0a377624 Result
3adfaffb ResultGridItem
61634c45 ResultIcon
75a116d5 ResultModifier
c08605a8 ResultRegion
c47e903c ResultScene
8a8c3873 ResultText
71220dbd ResultTransitionScene
62e49924 ResultVerticalTransitionTime
5e3d1c98 Resurrecting
450192dc ResurrectingAlpha
813bb92d RetryButton
93ee4daa RetryFailedSpellLoad
894727e2 ReturnSuccess
e71097c1 RevealEffect
8d90f938 RevealEvent
16ba2823 RevealFlags
883d0519 RevealPriorityEffect
9aa1ff1e ReverbPreset
4255c7d1 ReverseDirectionalTipElements
3cedacb1 ReverseScale
5536e62e RewardAsset
66cd937a RewardBackground
c034af02 RewardBannerDurationSecs
650b36b5 RewardBannerTransitionOut
578106f8 RewardBars
bea92ccf RewardDayText
48d0a28b RewardFrame
2a4b4fcd RewardGroup
b1be4e53 RewardHitRegion
698fa777 RewardIcon
3cca8edc RewardIconFrame
9c572ea4 RewardLayout
994161a7 RewardNumber
a3b20a4f RewardNumberDisplay
9a11d8ca RewardReadyPip
16021a23 RewardReadyVfx
a2fcf0a1 RewardRecipient
715da9a6 RewardRegion
ac8ff38b RewardSoundEvent
5a84f4d1 RewardText
73b81f0e RewardTexturePath
cf691092 RewardTrakey
a1d9de0b Rewards
c77981b1 RewardsHintMessage
e7def870 RewardsMeter
86a69e37 RewardsMeterAnimEaseType
dc1d621e RewardsMeterAnimTimeSecs
9b3993b2 RiftHeraldCampName
d43d2913 RiftHeraldGoldValue
c2b28e45 RiftHeraldIcon
960f228e RiftHeraldScore
d9ecc0a5 RiftHeraldUpdate
2c09f8fd RiftHeraldValue
e9c98281 RigPoseModifierData
35400ee4 RightBias
d4ab6161 RightBlackBar
7a865b10 RightIcon
eea7d7ea RightOffset
8d7fe1ae RightPhaseIcons
81830c20 RightPlayer
86cae8b3 RightScene
99fce18f RightTextureName
8f77a96a RightValue
7ab8b646 RmaStaticLightGridIntensityScale
9cf064e5 RmaStaticLightGridTexturePath
bcc87490 RoleToCheck
98bc5cde Roles
b4d81627 Roll10Button
5ca6f7d0 Roll10Text
d9777a69 Roll10TextClicked
494e73ac Roll10TextDisable
80e72109 Roll1Button
d34f2c66 Roll1Text
cbe58697 Roll1TextClicked
bb5bf1ae Roll1TextDisable
9aa2fc4c RollForCriticalHitResult
210ea29e RollOutEvent
a55a6b7c RolloverEvent
b0269b5f RolloverProtectionButton
9f409b47 RolloverProtectionTraKey
20fd0e45 Root
ccd7fbbd RootArrowCollapsedTexturePath
aff57d21 RootArrowExpandedTexturePath
bbf7c1da RootNodes
8b0cfc93 RootScene
63025e38 RootSkin
1418f849 RootSpell
b545cd5f RootTable
a0c57a4c Rooted
eefb990f RotateWithSpline
40284a0e RotatingFrame
21ac415f Rotation
712b01bd Rotation0
702b002a Rotation1
0ecf560a RotationAxis
c1888b8c RotationForward
faa9aa58 RotationIsEnabled
0b6fe52f RotationOverride
cc87b8ae RotationPerSecondInDegrees
cb4451d3 RotationSmoothing
bcd36c7f RotationThrottler
fe57aadd RotationalShopItemData
195a9c57 RoughnessMetallicAoTexture
eb302eba RoundDamage
4b7703b3 RoundLabel
352a241c RoundLabelTra
a1a8bf5a RoundNumber
a607bda2 RoundPlacement
d9c91ded RoundStateIcon
e5ffa4a9 RoundTemplate
2f1a04cc RoundText
b7b53758 Rounds
440e1d7b Row
545758a8 RowButtonColumn1
57575d61 RowButtonColumn2
590bd78c RowHorizontalAlignment
fd31cbcb RowLabelColumn0
bbd94716 RowVerticalAlignment
2a37b398 Rows
01028ccd RtpcName
7344f79e RuleId
d278219f RunOnce
b4b9db47 RunPlaybackSpeedForTransitions
b6fd2589 RuneBerserkRefactorsOn
91fc65eb RuneDamageIconTextureName
1fd670cc SampleQuality
9a8c9615 SampleRadius
cf33bdd7 SamplerData
02e7fb4c SamplerName
0a6f0eb5 SamplerValues
dacd361e SarBar
ecc35e4b SarPips
24266a82 SarText
1266affc SaveButton
aeebcbdd Scalar
82971c71 Scale
d4e17a53 Scale0
d3e178c0 Scale1
0f693adc ScaleAlongMovementVector
468676c0 ScaleBias
e6095c03 ScaleBirthScaleByBoundObjectHeight
382a41ae ScaleBirthScaleByBoundObjectRadius
95111b29 ScaleBirthScaleByBoundObjectSize
8625bf52 ScaleBirthTranslationByBoundObjectSize
34c57a7f ScaleCap
f55e1472 ScaleDynamicallyWithAttachedBone
1bb088d8 ScaleEmitOffsetByBoundObjectHeight
7a7d3e75 ScaleEmitOffsetByBoundObjectRadius
c0bf561e ScaleEmitOffsetByBoundObjectSize
0e5b32e1 ScaleOverride
07996271 ScalePlaySpeedNameAnimation
39d6e480 ScalePlaybackSpeedReferenceDuration
ee7cd89a ScalePlaybackSpeedToDuration
8658b70c ScaleSpeed
a7bf26c3 ScaleStart
ba02f116 ScaleSunShadowIntensity
22a99fe3 ScaleTiming
f9c34fa6 ScaleUpFromOrigin
a02e81c2 Scaling
55e4bf6c ScalingConfig
36799892 ScalingData
61082251 ScalingTagKey
10d1460c ScanWidthOverride
2063cb13 Scene
b08b3138 SceneButtons
61a1934d SceneChat
4c65dbfd SceneChatChannelSelectView
8284ebb3 SceneChatTextArea
bc8c4eed SceneChatTextEditBg
aae83c5b SceneData
fd920198 SceneDivider
cc5d06d5 SceneHandle
09ea9c93 SceneIcons
b0d0037c SceneLayer
bd81c797 SceneLink
514777e7 SceneOptions
88635bfb SceneRegion
0b0dab8f SceneRoot
ef8b25c1 SceneTemplate
3c942365 SceneTexts
8fcafd84 SceneToScissor
e0184cdc SceneTransition
e9484e15 SceneTransitionElements
87ef0b13 SceneTransitionIn
8570b380 SceneTransitionOut
28673f60 SceneViewPane
6683355b ScissorRegionElement
be2af3eb Scope
d22f9095 Score
788c1f81 ScoreDarkStar
c96dae5d ScoreDisplayQuest
9678119d ScoreLineUi
21de82da ScoreProject0
22de846d ScoreProject1
75538f6e ScoreText
605b77ad ScoreUnderlay
25342e1a ScoreboardDisabledIcon
4b359e39 ScoreboardEnabledFinalIcon
5404b321 ScoreboardEnabledIcon
0363c399 ScoreboardScene
05a0fe79 ScoreboardTeamScoreTypes
9636b600 ScoreboardTimer
cdaaa286 ScoreboardVisibilityKey
454943b7 ScreenFade
065faaf6 ScreenHeight
631b482e ScreenOffset
203e6faa Script
d2538e5a ScriptData
88668caa ScriptDataObjectLists
ebb7c246 ScriptEvent
13e3455e ScriptFunction
69400df7 ScriptHistoryIsAStack
dcb68071 ScriptName
54a5eeef ScriptedThresholdTypes
ca504a1d ScrollDirection
dcf513e8 ScrollRegionElement
dfc96107 ScrollSpeed
90adba64 ScrollingScene
1d341a57 SearchBlockMain
6b16e5d8 SearchClearTextIcon
d5cdd657 SearchEnableArea
3c99e7ed SearchIconDefinition
91151563 SearchInputEdit
2a7c3854 SearchInputEditDisabledText
3c4f003d SearchItemDescriptionDefinition
f9205db4 SearchTags
8dbf769e SearchTagsSecondary
cb7a6a6b SearchViewPaneDefinition
30aa3195 SearchbarText
af2e170a SeasonSplitToCrestMap
70177bf1 SecondAbbreviationTraKey
ce650aed SecondElementSelectedAnimations
76b211ef SecondElementSelectedDelayedAnimations
88cc61db SecondFlashOnTimeRemaining
805bd5e3 SecondRewardFrame
2877e305 SecondRewardGroup
794852ff SecondRewardIcon
c26c72f8 SecondSelectionAnimationDelay
f95bc325 SecondaryAbilityResource
26e561fa SecondaryAbilityResourceBar
8fd9f6e7 SecondaryEpicness
ace10fe5 SecondaryMission
44893c99 SecondaryQuest
e431b198 SecondaryResourceHudDisplayData
5161d08f Segments
f7f3f138 SelectAllButton
7d5b0efc SelectLeagueConfigComboBoxDefinition
0ae85202 SelectLeagueFlavorComboBoxDefinition
822356e3 SelectRandomVisibilityFlagForMap
6217a7bf SelectedClickedStateElements
f9434611 SelectedFrame
b2a3be3c SelectedHighlightElementData
1d74cd47 SelectedHighlightTexture
bb93399a SelectedHoverStateElements
9c515f95 SelectedIcon
2b7c8c37 SelectedLineSizePx
308d1d82 SelectedMilestoneHighlight
59d93fa2 SelectedOffsetY
974ba1a3 SelectedReward
46b68465 SelectedRewardBanner
59434c33 SelectedRewardBannerScene
46564588 SelectedStateElements
a4015da5 SelectedTerrain
5b98af56 SelectedTooltipKey
1dfca147 SelectedTooltipTraKey
5c1b6a6f SelectedUnitProperty
e71785a8 SelectedVfx
3cc9ac15 SelectionBoxColor
f7008b16 SelectionButtonCooldownSecs
34495375 SelectionButtonDelayTime
603563cf SelectionCostText
eb5e3232 SelectionHeight
54642500 SelectionIcon
9f4d6d37 SelectionLine
a71279f3 SelectionOutlineTemplate
77b9f839 SelectionPriority
50713aa3 SelectionRadius
5d578c98 SelectionRotatingIcon
011381e3 SelectionScene
8a3aa07b SelectivelyClearActiveSpellOnTargetInRange
aaf62a62 SelectorButtonTemplate
c73c4213 SelectorMenu
fa132c11 SelectorMovement
d188b400 SelectorPairDataList
645ba277 Self
c36777a6 SelfCbChampSpecificHealthSuffix
37ac4321 SelfChampSpecificHealthSuffix
95c7bfdc SelfFrame
252f6884 SelfIllumination
8690b977 SelfLifeHealthTextColor
0708c71e SelfMagicalDamageCounter
123457f2 SelfMitigationLog
4f561671 SelfPhysicalDamageCounter
3dc88bb0 SelfPortrait
ff16ce98 SelfPortraitData
acadbef6 SelfRevealDuration
c535a9cb SelfSlot
942f8261 SelfSlotHighlight
6a8818e8 SelfSwappable
92ac539a SelfTrueDamageCounter
e75567d5 SellAreas
46493f5f SellBackModifier
595071d4 SellButtonDefinition
a8bf3a05 SellMobileOverwriteTra
09930f73 SellOverwriteTra
977c6308 SellTextHandle
9adb98d7 SellUnitButton
6e7dd52e SellUnitButtonGoldText
8e9c54f0 SellUnitButtonText
4a5af5a1 SellUnitButtonTextTra
92af2dbf SendButton
e3713772 SendIfOnScreenOrDiscard
49d9d061 SentMessageColor
6b77a8ca SeparateLingerColor
99303a0d SeparatorIcon
838d295b SeparatorText
3c43ef68 Sequence
25c9d3e0 SequenceCategory
fcef6f9f SequencePhase
5d79d7ac SequenceTable
aaa03772 SequenceTiming
6b258540 SequenceType
f9f16781 Sequences
1941e0d6 SequentialAutoAttackAnimations
7711eaa0 SeriesTitleHandle
47061567 ServerSendRevealToCastTargets
22c5e738 SetDestroyedInFlightWhenDestroyedForTarget
68c3f356 SetManually
278d2a22 SetOverrideAttackDelay
1a28d722 SetsCompletedToBackgroundEffects
68067b08 Settings
6564a4bc SettingsButton
6f1b97bb SettleTime
652d264e SfxAsyncBank
fe851cf9 SfxAsyncBankAssetPath
2cfb59e5 SfxAsyncBankPath
1ce302a2 SfxBank
f421562d SfxBankAssetPath
a9c56581 SfxBankPath
355d5568 Shader
e6d67ded ShaderMacros
897eefc2 ShadingModel
d14e6310 ShadowBias
6e793144 ShadowColor
18a801ba ShadowDepthX
19a8034d ShadowDepthY
791b47a2 ShadowItemButton
f7ee4522 ShadowItemTag
ecb4d4be ShadowMapPath
a5657958 ShadowMapUvScaleAndBias
e1d2d762 ShakeBox
b657fa5d ShakeDuration
dee4f011 ShakeFrequency
e69cdc70 ShakeReferenceResolution
91193f20 ShakeTriggerPercent
c4afd6f9 ShakesPerSecond
9dc3d926 Shape
150e8670 SharedCharacterLists
dff4be0b SharedConstantBuffers
f12d9656 SharedDraftGroupBackground
be890fdd SharedDraftGroupText
8a011aec SharedTextureName
69030632 SharedTextureSets
29accb94 SharedTextures
07e1ec43 Shelf
337519b0 Shield
e8373186 ShieldBonusDamage
7944553a ShieldTargetCanBeAlly
621e14db ShieldTargetCanBeChampion
60b7c1b6 ShieldTargetCanBeMinion
a1e033be ShieldTargetCanBeSelf
2ad527a6 ShieldTargetCanBeTurret
5d3fcc3d ShopButton
2497226b ShopClickRejectedVfx
fe3c602e ShopContentData
0687f379 ShopData
90183782 ShopDataLists
520398be ShopDatas
4c0e565a ShopDragArea
f73339c3 ShopDropRates
ca073dd7 ShopExtendedTooltip
a1a10c03 ShopOrderPriority
1732b0f4 ShopUndoRulesSpike
b9ec3a3a ShortDescriptionTra
7d94eaf6 ShortName
8bab364f ShouldAlwaysDisplay
cf3ba016 ShouldAlwaysTargetEnemy
ac38b47d ShouldHideButtonsOnChoice
9a863eb9 ShouldRandomizeIdleAnimPhase
2704fa5c ShouldReceiveInputEvents
b1908ca2 ShowAbilityResource
6ff1fabe ShowAllItemsFilterButtonDefinition
4fdb969d ShowArrow
c351c2be ShowChampionProtrait
577ded6b ShowChannelBarPerSpellLevelOverride
7f0b706e ShowCharacterStateIndicatorOnStartGame
66a7d70a ShowCharacterStateIndicatorToAllies
8bdcfa04 ShowCharacterStateIndicatorToEnemies
0a502bcf ShowCooldownInPings
f7250cac ShowCooldownVfxToAllies
0aad54df ShowCountdown
5e509067 ShowDisguise
be6c1727 ShowDistance
68c0f16a ShowIfOnScreen
42076e94 ShowInLolGame
442474e9 ShowInLolReplay
420c4abd ShowInTftGame
0f623792 ShowInTftPregame
1dde7980 ShowInTftReplay
f6137e2a ShowItemsUnsorted
7083251f ShowLevelUp
99056909 ShowMinimapIconBorders
e4fd9145 ShowOn
48261632 ShowOnPlatform
a7b65e77 ShowOpposingSummonerSpellsCooldown
c7e4b297 ShowPar
498f93ad ShowRegen
2b8f153f ShowSubmeshes
d543b3fe ShowToOwnerOnly
c6491af8 ShowToSpecificTeam
55746daa ShowTraitContribution
baeca565 ShowTraitNub
d3faa4c3 ShowUiTextHandle
09373493 ShowWhileUntargetable
b5371aa1 ShowcaseView
ce294716 Shown
babd29b2 ShrinkScale
a63b7e89 ShrinkTime
790c294e Shuffle
e164f83a SideLength
6738f8e3 SidegradeItemLinks
739daafc SignOutButton
62d5d0b0 Significance
b773918c Silence
b2eeb038 Silenced
a266b80f SilhouetteAttachmentAnim
6781e762 SimpleEmitterDefinitionData
f71a4099 SimpleMeshName
d6a00df6 SimpleSkin
6bfae91c SimulationFrames
7f2346e9 Single
b5616e48 SingleAlertIcon
e443d8d6 SingleAlertText
368afe7b SingleBackdrop
e338a1da SingleBodyText
55a5b196 SingleClickToPing
32cd31df SingleCloseButtonRegion
c04a6f62 SingleDivider
9d51f9c1 SingleExpiryText
e65501bc SingleObjective
33179ce4 SinglePullTierHintOffset
68c7dc7d SinglePullTierHintVfx
2fbbd4d0 SinglePurchaseItemIcon
2e9429e7 SingleRewardFrame
1dfa58a3 SingleRewardIcon
76daf025 SingleRewardText
49d6bd37 SingleScene
38dbf404 SingleSequence
9f2fd79d SingleStandardCurrencyVfx
06f405e4 SingleStandardItemLegendaryVfx
f28bb814 SingleStandardItemText
751acc59 SingleStandardItemVfx
21de79b2 SingleStandardQuantityText
2aa5cb5e SingleTitleText
ad345dd6 SingleValue
23a0d95c Size
b14c976e Skeleton
7012f6cd SkeletonName
0af8cfbf SkillAxes
ee141295 SkillLevels
baba9c4e SkillOrder
b76ba6d3 SkillUpButton
336b65b8 Skin
426d89a3 SkinAnimationProperties
5519cf99 SkinAudioNameOverride
